법정동명,거래날짜,전용면적,층정보,건물주용도,거래금액,건물명,건축년도,최소거리,역명,신축구분,평당금액
한강로3가,2021-06-05 00:00:00,25.59,22,,2710000000000,한강대우트럼프월드3,2004,0.16330999999999998,숙대입구(갈월),구축,349472450175.8499
한강로3가,2021-06-05 00:00:00,25.59,22,,2710000000000,한강대우트럼프월드3,2004,0.16330999999999998,숙대입구(갈월),구축,349472450175.8499
